name,wins,losses,weight,rating,Gfactor
Junior Dos Santos,21,9,238 lbs.,63.54853902638729,74.85735764344065
Geronimo dos Santos,39,19,264 lbs.,54.12616246081028,30.565556560469023
Antonio Dos Santos,6,4,185 lbs.,54.215696822065794,30.68914930304124
Anderson Dos Santos,21,9,135 lbs.,63.54853902638729,74.85735764344065
Acacio Dos Santos,14,5,205 lbs.,64.02754097852855,80.03640396373922
Rayanne dos Santos,14,8,115 lbs.,59.93815727469698,47.43442335499074
Felipe dos Santos,8,2,125 lbs.,60.126927176067355,48.43385580271887
Tiago dos Santos e Silva,20,7,145 lbs.,65.86506260886752,103.70822912667849
Oleksandr Doskalchuk,10,2,125 lbs.,63.25545277473803,71.8853690630566
David Douglas,9,7,155 lbs.,55.30568467966773,32.42709683704289
Damion Douglas,4,1,170 lbs.,54.06971037113967,30.48898845260032
Cedric Doumbe,2,0,170 lbs.,51.126075864639354,27.654914194043112
John Dowdy,0,1,--,45.85221283431107,25.714944537346337
Jordan Dowdy,4,3,170 lbs.,51.74222331908354,28.09248973765414
Danny Downes,8,3,155 lbs.,58.81857937362312,42.27270735498973
Derek Downey,11,4,185 lbs.,61.89690290533907,59.956971233710675
John Doyle,11,22,205 lbs.,41.657030113079465,25.250875971314414
Edson Drago,11,7,220 lbs.,57.943601213749474,39.03788358460307
Anthony Drilich,8,2,125 lbs.,60.126927176067355,48.43385580271887
Kyle Driscoll,12,3,145 lbs.,64.57627001778874,86.47065209547401
Chris Drumm,0,1,145 lbs.,45.85221283431107,25.714944537346337
Tomasz Drwal,21,5,205 lbs.,69.39424978906027,163.663839929251
Robert Drysdale,7,0,205 lbs.,61.0592594012362,53.99051403242137
Dricus Du Plessis,22,2,185 lbs.,74.67535924350071,253.88057262066997
Hugo Duarte,6,3,240 lbs.,55.42165909709045,32.64002301168613
Antonio Duarte,19,7,135 lbs.,65.26628909345781,95.33093250306852
Joe Duarte,10,4,155 lbs.,60.53255586453498,50.7204597015031
Yuneisy Duben,6,0,125 lbs.,59.20289695717774,43.90483158694692
Matthieu Duclos,6,3,185 lbs.,55.42165909709045,32.64002301168613
Emily Ducote,13,9,115 lbs.,57.651895721949415,38.0936801348311
Viktoriia Dudakova,8,1,115 lbs.,61.46437758504153,56.75343681732211
Milana Dudieva,11,6,135 lbs.,59.232486190589135,44.036288311614925
Adin Duenas,6,1,145 lbs.,57.91465583510212,38.94137092717693
Todd Duffee,9,3,260 lbs.,60.39315075083401,49.91266518450327
Joe Duffy,16,5,155 lbs.,65.92377486785968,104.56337977483155
Jack Duffy,7,1,125 lbs.,59.7306242687181,46.380973136146
Alexis Dufresne,6,3,135 lbs.,55.42165909709045,32.64002301168613
Jessamyn Duke,3,5,135 lbs.,47.67619174289044,26.12644709942515
Islam Dulatov,11,1,170 lbs.,66.11992539331258,107.46303536558575
Isaac Dulgarian,7,1,145 lbs.,59.7306242687181,46.380973136146
Kelly Dullanty,4,2,155 lbs.,52.89316618261452,29.109417447117895
Sedriques Dumas,10,2,185 lbs.,63.25545277473803,71.8853690630566
Norma Dumont,12,2,135 lbs.,66.01269064996926,105.8696985294906
Chris Duncan,12,2,155 lbs.,66.01269064996926,105.8696985294906
Christian Leroy Duncan,10,2,185 lbs.,63.25545277473803,71.8853690630566
Evan Dunham,18,9,155 lbs.,61.82535181056968,59.408309303370864
Alex Dunworth,2,2,155 lbs.,48.92530062873384,26.537212050237265
Tom Duquesnoy,16,2,135 lbs.,70.42153761028375,182.89652339681038
Albert Duraev,16,5,185 lbs.,65.92377486785968,104.56337977483155
Reuben Duran,11,7,135 lbs.,57.943601213749474,39.03788358460307
Cody Durden,17,6,125 lbs.,65.30200728206242,95.81286394677997
Luiz Dutra,13,6,170 lbs.,61.585295305454196,57.62200891161514
Rilley Dutro,11,4,125 lbs.,61.89690290533907,59.956971233710675
Bill Duvall,1,2,185 lbs.,46.89569853498966,25.92738270589456
Merab Dvalishvili,18,4,135 lbs.,69.0142844245436,156.6107992965592
David Dvorak,20,6,125 lbs.,67.33015086567109,126.71959319191795
Matt Dwyer,9,4,170 lbs.,59.07900998597903,43.36358154312759
Rolando Dy,9,7,145 lbs.,55.30568467966773,32.42709683704289
Ben Earwood,12,3,170 lbs.,64.57627001778874,86.47065209547401
Cody East,12,3,245 lbs.,64.57627001778874,86.47065209547401
Marvin Eastman,18,15,185 lbs.,54.18009032680697,30.63967917300618
Mike Easton,13,6,135 lbs.,61.585295305454196,57.62200891161514
Maurice Eazel,7,15,135 lbs.,43.89695072932517,25.438917429005446
Vincent Eazelle,9,2,155 lbs.,61.73652297962625,58.73760273130314
Ross Ebanez,20,10,154 lbs.,61.658317986660734,58.15659039459727
Brian Ebersole,51,18,170 lbs.,55.67358334089614,33.123227388273506
Roybert Echeverria,7,1,125 lbs.,59.7306242687181,46.380973136146
Mark Eddiva,6,3,145 lbs.,55.42165909709045,32.64002301168613
Frankie Edgar,23,11,135 lbs.,61.66566931538391,58.21083065894467
Abdul-Kerim Edilov,17,4,205 lbs.,68.23944534855191,142.5123787495651
Johnny Eduardo,28,13,135 lbs.,60.42984129998009,50.12300664463571
Yves Edwards,42,22,155 lbs.,50.7932386262385,27.444669279736654
Justin Edwards,9,5,155 lbs.,57.79346461527691,38.544096421255695
Leon Edwards,22,4,170 lbs.,71.46088055378945,202.09104772978836
Te Edwards,6,3,155 lbs.,55.42165909709045,32.64002301168613
Adli Edwards,4,1,145 lbs.,54.06971037113967,30.48898845260032
Joselyne Edwards,14,6,135 lbs.,62.63431673658675,66.06500254863008
Tom Egan,7,5,170 lbs.,54.69896884755284,31.404150977284544
Stephanie Egger,8,5,135 lbs.,56.28667230453116,34.426497814263044
Justin Eilers,19,7,235 lbs.,65.26628909345781,95.33093250306852
Jon Olav Einemo,6,3,253 lbs.,55.42165909709045,32.64002301168613
Per Eklund,14,5,155 lbs.,64.02754097852855,80.03640396373922
John Elam,2,0,--,51.126075864639354,27.654914194043112
Evan Elder,9,2,155 lbs.,61.73652297962625,58.73760273130314
John Paul Elias,3,1,205 lbs.,52.06183508677518,28.346859193653422
Joao Elias,17,4,125 lbs.,68.23944534855191,142.5123787495651
Saul Elizondo,6,8,135 lbs.,49.64861405394099,26.840033277484505
Darren Elkins,29,11,145 lbs.,63.35860496660437,72.91455575206808
Jake Ellenberger,31,15,170 lbs.,58.3473059501214,40.45185342640944
Joe Ellenberger,15,2,155 lbs.,69.45184168161113,164.73808626940584
Tim Elliott,21,13,125 lbs.,58.195265813290895,39.90418109188992
Oban Elliott,11,2,170 lbs.,64.68117135832257,87.76234253165141
Eddy Ellis,21,16,170 lbs.,54.47838448347651,31.06749768981077
Lisa Ellis,15,11,115 lbs.,56.97619716049522,36.13409341190309
Anna Elmose,3,2,115 lbs.,50.92898179248429,27.52834362806084
Cameron Else,10,6,135 lbs.,57.92686889052502,38.98201573573219
Aaron Ely,5,2,135 lbs.,54.80536045298997,31.57299132075174
Sovannahry Em,3,1,135 lbs.,52.06183508677518,28.346859193653422
Ramazan Emeev,20,6,170 lbs.,67.33015086567109,126.71959319191795
Aleksander Emelianenko,23,7,255 lbs.,67.3381784293179,126.85456002949054
Fedor Emelianenko,36,5,230 lbs.,73.39282532340036,235.0572232381019
Rob Emerson,18,12,155 lbs.,57.876620025562,38.81550743113455
Jamall Emmers,20,8,145 lbs.,64.43185432816122,84.72485599542907
Josh Emmett,19,4,145 lbs.,69.71919373991112,169.7370438803786
Marius Enache,3,3,155 lbs.,49.820779119598626,26.920441687157734
Kevin Engel,5,1,170 lbs.,56.024439078730964,33.84597190122413
Kolton Englund,9,4,155 lbs.,59.07900998597903,43.36358154312759
Oliver Enkamp,7,2,170 lbs.,58.4308999243863,40.76102808081713
Alex Enlund,14,2,145 lbs.,68.39592990770467,145.32036808079982
Kenny Ento,14,15,192 lbs.,51.383305222582074,27.829590633774902
Ian Entwistle,9,3,135 lbs.,60.39315075083401,49.91266518450327
Andy Enz,10,4,185 lbs.,60.53255586453498,50.7204597015031
Won Jin Eoh,5,5,160 lbs.,51.304989448671215,27.775236569911602
Josh Epps,6,7,130 lbs.,50.75298712421282,27.420389718309142
Abdellah Er-Ramy,7,2,185 lbs.,58.4308999243863,40.76102808081713
Steve Erceg,12,3,125 lbs.,64.57627001778874,86.47065209547401
Tom Erikson,9,4,280 lbs.,59.07900998597903,43.36358154312759
Konstantin Erokhin,9,3,230 lbs.,60.39315075083401,49.91266518450327
Julian Erosa,30,12,145 lbs.,62.16390925178508,62.071856250641
Jarno Errens,14,6,145 lbs.,62.63431673658675,66.06500254863008
Ivan Erslan,14,4,205 lbs.,65.45175580022709,97.85810929722912
Nick Ertl,8,6,155 lbs.,55.06188754543499,31.998184044306477
Chel Erwin-Davis,5,1,170 lbs.,56.024439078730964,33.84597190122413
Bobby Escalante,5,6,130 lbs.,50.18860493756797,27.10411568839985
Eric Esch,15,10,350 lbs.,58.243563410078465,40.076132519382384
Pro Escobedo,1,0,205 lbs.,49.00517748923205,26.568055454470603
Cole Escovedo,17,9,135 lbs.,61.131224516934694,54.46511932755815
Efrain Escudero,28,12,155 lbs.,61.77402966543964,59.01939517483335
Evan Esguerra,8,7,145 lbs.,53.86375381480963,30.218309525693723
Carla Esparza,20,8,115 lbs.,64.43185432816122,84.72485599542907
Juan Espino,11,2,255 lbs.,64.68117135832257,87.76234253165141
Jordan Espinosa,15,9,125 lbs.,59.53912068136256,45.44958944866257
Jodie Esquibel,6,6,115 lbs.,51.88192563103474,28.201232102574195
Rafael Estevam,12,0,125 lbs.,68.98209692792724,156.0166505151134
Achilles Estremadura,7,1,155 lbs.,59.7306242687181,46.380973136146
Shaun Etchell,7,3,125 lbs.,57.159457276285394,36.635822717746755
Terry Etim,16,5,155 lbs.,65.92377486785968,104.56337977483155
Fred Ettish,1,1,180 lbs.,47.93883634579262,26.202586774881162
Scott Ettling,4,2,135 lbs.,52.89316618261452,29.109417447117895
Sijara Eubanks,8,7,125 lbs.,53.86375381480963,30.218309525693723
Billy Evangelista,13,3,155 lbs.,65.78705782984359,102.58128160956456
Rashad Evans,19,8,205 lbs.,63.84610998370441,78.02723123809348
Doug Evans,13,10,155 lbs.,56.397404022187644,34.68255645270839
Ashlee Evans-Smith,6,6,135 lbs.,51.88192563103474,28.201232102574195
Dan Evensen,11,4,250 lbs.,61.89690290533907,59.956971233710675
Tonya Evinger,19,8,135 lbs.,63.84610998370441,78.02723123809348
Movsar Evloev,18,0,145 lbs.,75.36277884187726,262.7812489326783
Andre Ewell,17,9,145 lbs.,61.131224516934694,54.46511932755815
Neal Ewing,6,0,185 lbs.,59.20289695717774,43.90483158694692
Jessica Eye,15,11,125 lbs.,56.97619716049522,36.13409341190309
Edward Faaloloto,2,5,155 lbs.,45.80048396330389,25.705779858156898
Urijah Faber,35,11,135 lbs.,64.2228205440579,82.26434356314176
Melinda Fabian,4,4,125 lbs.,50.61632470173249,27.3397263783791
Wagnney Fabiano,16,4,145 lbs.,67.39016910749804,127.73077268631532
Bartosz Fabinski,15,5,170 lbs.,65.01601258005131,92.0181614669786
Ron Faircloth,33,20,205 lbs.,52.50193081808488,28.731273538656925
Jason Fairn,4,5,230 lbs.,49.51492537365116,26.779910554051042
Zarah Fairn,6,6,135 lbs.,51.88192563103474,28.201232102574195
Rinat Fakhretdinov,23,1,170 lbs.,76.84015560999615,279.0523989998784
Maiquel Falcao,37,10,185 lbs.,65.83359138011161,103.25229260583302
Pedro Falcao,16,4,135 lbs.,67.39016910749804,127.73077268631532
Brodie Farber,16,7,170 lbs.,63.08601725136049,70.23402970089036
Joao Paulo Faria,1,1,155 lbs.,47.93883634579262,26.202586774881162
Kalindra Faria,18,8,125 lbs.,63.20058161105301,71.34527694225
Jair Farias,10,1,145 lbs.,64.66249343283928,87.53090165271074
Chance Farrar,8,3,145 lbs.,58.81857937362312,42.27270735498973
Rico Farrington,7,3,170 lbs.,57.159457276285394,36.635822717746755
Kelly Faszholz,4,2,135 lbs.,52.89316618261452,29.109417447117895
Rodney Faverus,25,20,215 lbs.,51.15534783609418,27.674240275451215
Paul Felder,17,6,155 lbs.,65.30200728206242,95.81286394677997
Carlos Felipe,11,2,245 lbs.,64.68117135832257,87.76234253165141
JP Felty,4,5,170 lbs.,49.51492537365116,26.779910554051042
Feng Pengchao,15,9,135 lbs.,59.53912068136256,45.44958944866257
Feng Xiaocan,10,2,115 lbs.,63.25545277473803,71.8853690630566
Kevin Ferguson,5,2,235 lbs.,54.80536045298997,31.57299132075174
Rhadi Ferguson,3,0,205 lbs.,53.21988732558091,29.453972600667946
Tony Ferguson,26,11,170 lbs.,62.649822468208164,66.20259189958028
Josh Ferguson,10,5,125 lbs.,59.2153816771732,43.96019414414485
CJ Fernandes,14,8,170 lbs.,59.93815727469698,47.43442335499074
Bibiano Fernandes,20,3,139 lbs.,71.92386602552689,210.39282255673402
Gabriella Fernandes,9,3,125 lbs.,60.39315075083401,49.91266518450327
Kaue Fernandes,9,2,155 lbs.,61.73652297962625,58.73760273130314
Lucas Fernando,9,2,185 lbs.,61.73652297962625,58.73760273130314
Alexandre Ferreira,18,6,205 lbs.,66.04349260223744,106.32537271852651
Cezar Ferreira,13,8,185 lbs.,58.93429206470064,42.74967775159598
Diego Ferreira,19,5,155 lbs.,68.20212047171151,141.84604411837506
Erisson Ferreira,12,2,125 lbs.,66.01269064996926,105.8696985294906
Brunno Ferreira,12,2,185 lbs.,66.01269064996926,105.8696985294906
Scott Ferrozzo,4,2,323 lbs.,52.89316618261452,29.109417447117895
Timo Feucht,8,1,205 lbs.,61.46437758504153,56.75343681732211
Andre Fialho,16,8,170 lbs.,61.71328034441558,58.56400258644066
Drew Fickett,42,21,155 lbs.,51.92307247879609,28.23397539238889
Scott Fiedler,0,1,235 lbs.,45.85221283431107,25.714944537346337
Ron Fields,28,32,200 lbs.,39.78472498161355,25.157149099253395
Michal Figlak,8,2,155 lbs.,60.126927176067355,48.43385580271887
Deiveson Figueiredo,24,3,135 lbs.,73.96634065014837,243.82027237212714
Francisco Figueiredo,13,5,125 lbs.,62.955185340777014,68.99189601074579
Anthony Figueroa,11,8,135 lbs.,56.68276207105187,35.37378244376717
Edwin Figueroa,9,5,135 lbs.,57.79346461527691,38.544096421255695
Paulo Filho,23,6,185 lbs.,68.83603435693156,153.32835119231868
Jafel Filho,16,3,125 lbs.,68.8891815045516,154.30498231060994
Andre Fili,24,11,145 lbs.,62.02950343085046,60.99385524267986
Mirko Filipovic,35,11,230 lbs.,64.2228205440579,82.26434356314176
Brady Fink,2,3,183 lbs.,47.860697587003706,26.1794140449497
Jesse Finney,5,1,170 lbs.,56.024439078730964,33.84597190122413
Jan Finney,11,12,135 lbs.,51.90785588928613,28.221828115052244
Torrez Finney,10,0,185 lbs.,66.1008320000805,107.17791582034927
Luigi Fioravanti,26,15,170 lbs.,57.37225635004702,37.245655642711824
Nick Fiore,6,2,155 lbs.,56.65444653704023,35.30312007190699
Manon Fiorot,12,1,125 lbs.,67.4810627131009,129.2712345969606
Luiz Firmino,19,8,154 lbs.,63.84610998370441,78.02723123809348
Spencer Fisher,24,9,155 lbs.,64.81973656773091,89.4989788287225
Chris Fishgold,18,4,145 lbs.,69.0142844245436,156.6107992965592
Bryanna Fissori,2,4,145 lbs.,46.819260057225385,25.90988227076512
Jon Fitch,30,7,170 lbs.,69.39220867176302,163.62578829861033
Isi Fitikefu,6,0,205 lbs.,59.20289695717774,43.90483158694692
Rafael Fiziev,12,3,155 lbs.,64.57627001778874,86.47065209547401
Colin Fletcher,14,8,155 lbs.,59.93815727469698,47.43442335499074
AJ Fletcher,10,3,170 lbs.,61.87902899063045,59.81920450539406
Nathan Fletcher,9,1,145 lbs.,63.10977689073931,70.4626768672369
Jimmy Flick,17,8,125 lbs.,62.491014299503355,64.81164253062431
Luke Flores,9,2,155 lbs.,61.73652297962625,58.73760273130314
Ty Flores,7,3,205 lbs.,57.159457276285394,36.635822717746755
Alejandro Flores,17,3,145 lbs.,69.75734886326734,170.45168590695664
Kenny Florian,14,6,145 lbs.,62.63431673658675,66.06500254863008
Darrius Flowers,12,8,155 lbs.,57.849627012060914,38.726842260410585
Cody Floyd,2,0,--,51.126075864639354,27.654914194043112
Bobby Flynn,6,4,170 lbs.,54.215696822065794,30.68914930304124
Caros Fodor,11,6,155 lbs.,59.232486190589135,44.036288311614925
Mal Foki,5,5,220 lbs.,51.304989448671215,27.775236569911602
Matt Foki,5,4,220 lbs.,52.44620657622556,28.680286595394335
AJ Fonseca,5,4,145 lbs.,52.44620657622556,28.680286595394335
Rob Font,21,8,135 lbs.,64.96209903190147,91.31927188301833
Claudionor Fontinelle,10,15,185 lbs.,47.52145692445441,26.083858437919243
Jesse Forbes,15,5,185 lbs.,65.01601258005131,92.0181614669786
Sterling Ford,15,7,155 lbs.,62.21733053759749,62.507967057418895
Codale Ford,11,9,170 lbs.,55.44935849173759,32.69175144780999
Raheam Forest,7,2,170 lbs.,58.4308999243863,40.76102808081713
Jussier Formiga,23,8,125 lbs.,65.87291549461628,103.82226354750685
Renee Forte,8,4,155 lbs.,57.53870091183134,37.743859177325
Brianna Fortino,9,3,115 lbs.,60.39315075083401,49.91266518450327
Marcel Fortuna,9,3,205 lbs.,60.39315075083401,49.91266518450327
Brian Foster,27,10,170 lbs.,64.31216625918307,83.30642389588849
Xavier Foupa-Pokam,32,22,185 lbs.,50.13709889267112,27.077382119065504
Mason Fowler,2,0,170 lbs.,51.126075864639354,27.654914194043112
Brandon Foxworth,18,4,145 lbs.,69.0142844245436,156.6107992965592
Hermes Franca,24,17,155 lbs.,54.358996760870895,30.89258192170485
Glaico Franca Moreira,15,5,155 lbs.,65.01601258005131,92.0181614669786
Francisco France,13,5,205 lbs.,62.955185340777014,68.99189601074579
John Franchi,6,2,145 lbs.,56.65444653704023,35.30312007190699
Rich Franklin,29,7,185 lbs.,69.18684405180872,159.80561740832763
Xavier Franklin,5,1,135 lbs.,56.024439078730964,33.84597190122413
Zoila Frausto,13,5,135 lbs.,62.955185340777014,68.99189601074579
Stephanie Frausto,8,7,115 lbs.,53.86375381480963,30.218309525693723
Zane Frazier,4,11,250 lbs.,43.391958973226366,25.38692733351855
Gary Frazier,3,3,245 lbs.,49.820779119598626,26.920441687157734
Justin Frazier,10,3,265 lbs.,61.87902899063045,59.81920450539406
Ian Freeman,20,7,225 lbs.,65.86506260886752,103.70822912667849
Jason Freeman,6,4,225 lbs.,54.215696822065794,30.68914930304124
Willamy Freire,26,6,155 lbs.,69.93462293940225,173.77420740134644
Patricio Freire,26,4,145 lbs.,73.08044696745195,230.0635195748564
Patricky Freire,17,8,155 lbs.,62.491014299503355,64.81164253062431
Jeremy Freitag,6,10,205 lbs.,47.511437701970756,26.08115675216803
Rafael Freitas,3,6,205 lbs.,46.638769016911695,25.869854781749858
Donavon Frelow,6,3,135 lbs.,55.42165909709045,32.64002301168613
Josh Fremd,11,6,185 lbs.,59.232486190589135,44.036288311614925
Clay French,19,7,161 lbs.,65.26628909345781,95.33093250306852
Mike French,9,10,145 lbs.,51.77335839941709,28.116403864812554
Matt Frevola,11,5,155 lbs.,60.550040847060814,50.82343725273777
Jinh Yu Frey,11,10,115 lbs.,54.24279348439619,30.72708115119362
Artem Frolov,11,0,185 lbs.,67.5906827629629,131.1432896526074
Sarah Frota,9,2,125 lbs.,61.73652297962625,58.73760273130314
Daniel Frunza,9,2,170 lbs.,61.73652297962625,58.73760273130314
Don Frye,20,9,219 lbs.,63.02983232276576,69.69710538241375
Tony Fryklund,14,9,185 lbs.,58.633917060935964,41.53638395891526
Adam Fugitt,10,4,170 lbs.,60.53255586453498,50.7204597015031
Jesse Fujarczyk,2,2,225 lbs.,48.92530062873384,26.537212050237265
Katsuhisa Fujii,9,18,205 lbs.,43.41806941150673,25.38945801589028
Megumi Fujii,26,3,113 lbs.,74.70603267879923,254.2958147908074
Kazuyuki Fujita,15,12,235 lbs.,55.736408502606935,33.24828480084756
Keisuke Fujiwara,17,12,139 lbs.,57.226826042243076,36.82566463463692
Riki Fukuda,24,9,185 lbs.,64.81973656773091,89.4989788287225
Masio Fullen,11,7,145 lbs.,57.943601213749474,39.03788358460307
Travis Fulton,253,53,240 lbs.,25.827441272094827,25.00479887768656
Sam Fulton,0,2,--,44.85447946065457,25.557408220639278
Masakatsu Funaki,39,13,185 lbs.,61.76381427404052,58.94244289175498
Ricardo Funch,9,6,170 lbs.,56.53589240967227,35.01227361297678
Katsuaki Furuki,1,1,168 lbs.,47.93883634579262,26.202586774881162
James Gabert,6,4,178 lbs.,54.215696822065794,30.68914930304124
Gustavo Gabriel,13,1,125 lbs.,68.74631461221219,151.68395419642985
Claudia Gadelha,18,5,115 lbs.,67.5125498173566,129.80738893121827
Alavutdin Gadjiev,18,13,185 lbs.,56.61723837777533,35.210971354846755
Magomed Gadzhiyasulov,9,0,205 lbs.,64.51357716587437,85.70816318060538
Justin Gaethje,25,5,155 lbs.,71.15545844048562,196.51544439913528
Sheila Gaff,9,7,135 lbs.,55.30568467966773,32.42709683704289
Muin Gafurov,19,6,135 lbs.,66.71805836123801,116.69818918110317
Mitch Gagnon,12,5,135 lbs.,61.796517152370996,59.18932907439345
Brandon Gaines,5,21,185 lbs.,36.08177923745638,25.06228838136809
Travis Galbraith,18,7,170 lbs.,64.6064017268156,86.83964379051471
Dave Galera,5,1,135 lbs.,56.024439078730964,33.84597190122413
Zelg Galesic,11,9,185 lbs.,55.44935849173759,32.69175144780999
Mickey Gall,7,6,170 lbs.,53.5087321424889,29.782179919519827
Daniel Gallemore,7,3,265 lbs.,57.159457276285394,36.635822717746755
Tom Gallicchio,19,10,170 lbs.,61.09778761816533,54.24374996171588
Turrell Galloway,8,6,145 lbs.,55.06188754543499,31.998184044306477
Andre Galvao,5,2,168 lbs.,54.80536045298997,31.57299132075174
Marcos Galvao,18,8,135 lbs.,63.20058161105301,71.34527694225
Lucas Gamaza,8,4,170 lbs.,57.53870091183134,37.743859177325
Joey Gambino,9,2,145 lbs.,61.73652297962625,58.73760273130314
Manvel Gamburyan,15,10,135 lbs.,58.243563410078465,40.076132519382384
Mateusz Gamrot,24,3,155 lbs.,73.96634065014837,243.82027237212714
Shamil Gamzatov,14,1,205 lbs.,69.91731423122685,173.44969703991595
Ariel Gandulla,7,9,205 lbs.,50.09117566769687,27.05383082974485
Ciryl Gane,12,2,245 lbs.,66.01269064996926,105.8696985294906
Sean Gannon,2,1,265 lbs.,50.01358447107079,27.014639912275545
Junye Gao,19,12,125 lbs.,58.467769654051025,40.899241025989255
Eduardo Garagorri,13,2,145 lbs.,67.2504109651549,125.38369476860383
Cody Garbrandt,14,6,135 lbs.,62.63431673658675,66.06500254863008
Leonard Garcia,18,13,145 lbs.,56.61723837777533,35.210971354846755
Edgar Garcia,14,5,170 lbs.,64.02754097852855,80.03640396373922
Alejandro Garcia,14,10,145 lbs.,57.358056807663154,37.204027288872524
Alex Garcia,15,6,170 lbs.,63.60127942840182,75.40789721649297
Nick Garcia,8,3,125 lbs.,58.81857937362312,42.27270735498973
Steve Garcia,17,5,145 lbs.,66.75457105753162,117.28040573507938
Elias Garcia,6,2,125 lbs.,56.65444653704023,35.30312007190699
Rafa Garcia,16,4,155 lbs.,67.39016910749804,127.73077268631532
Fernie Garcia,10,5,135 lbs.,59.2153816771732,43.96019414414485
Rulon Gardner,1,0,265 lbs.,49.00517748923205,26.568055454470603
David Gardner,18,21,155 lbs.,47.480234270484345,26.07278565473135
Pablo Garza,12,4,145 lbs.,63.17110556093208,71.0572519597895
Azamat Gashimov,8,3,125 lbs.,58.81857937362312,42.27270735498973
Brian Gassaway,29,20,170 lbs.,51.97748945147108,28.2777878256211
Kelvin Gastelum,19,9,170 lbs.,62.45683363756441,64.5175164030759
Willie Gates,12,7,125 lbs.,59.13642164701243,43.61258269200131
Melissa Gatto,9,2,135 lbs.,61.73652297962625,58.73760273130314
Sean Gauci,10,1,125 lbs.,64.66249343283928,87.53090165271074
Louis Gaudinot,8,4,125 lbs.,57.53870091183134,37.743859177325
Ateba Gautier,6,1,185 lbs.,57.91465583510212,38.94137092717693
Manuel Gaxhja,7,0,155 lbs.,61.0592594012362,53.99051403242137
Shamil Gaziev,13,1,265 lbs.,68.74631461221219,151.68395419642985
Charlene Gellner,0,4,125 lbs.,42.92367163026688,25.34422915088604
Chad George,16,8,135 lbs.,61.71328034441558,58.56400258644066
