name,wins,losses,weight,rating,Gfactor
Loik Radzhabov,18,6,155 lbs.,66.04349260223744,106.32537271852651
Gilbert Rael,1,3,155 lbs.,45.875259157758975,25.719065735740717
Josh Rafferty,9,8,170 lbs.,54.102245980706265,30.5329906247942
Amir Rahnavardi,11,10,205 lbs.,54.24279348439619,30.72708115119362
Ricky Rainey,12,6,170 lbs.,60.45183946448153,50.24989139885395
Shavkat Rakhmonov,18,0,170 lbs.,75.36277884187726,262.7812489326783
Sora Rakhmonova,4,1,125 lbs.,54.06971037113967,30.48898845260032
Aleksandar Rakic,14,5,205 lbs.,64.02754097852855,80.03640396373922
Jessica Rakoczy,1,5,115 lbs.,43.90051080111908,25.439307674988772
Zygimantas Ramaska,9,3,145 lbs.,60.39315075083401,49.91266518450327
Thomas Ramirez,0,1,410 lbs.,45.85221283431107,25.714944537346337
Hector Ramirez,10,6,205 lbs.,57.92686889052502,38.98201573573219
Matt Ramirez,2,3,125 lbs.,47.860697587003706,26.1794140449497
Steve Ramirez,5,2,125 lbs.,54.80536045298997,31.57299132075174
Amador Ramirez,5,4,135 lbs.,52.44620657622556,28.680286595394335
Mitch Ramirez,8,2,155 lbs.,60.126927176067355,48.43385580271887
Andrew Ramm,4,4,160 lbs.,50.61632470173249,27.3397263783791
Ian Rammel,7,8,185 lbs.,51.20539298311998,27.707604771743977
Luis Ramos,20,10,170 lbs.,61.658317986660734,58.15659039459727
Ricardo Ramos,17,6,145 lbs.,65.30200728206242,95.81286394677997
Davi Ramos,10,4,155 lbs.,60.53255586453498,50.7204597015031
Dorian Ramos,8,3,145 lbs.,58.81857937362312,42.27270735498973
Vernon Ramos Ho,3,1,170 lbs.,52.06183508677518,28.346859193653422
Kevin Randleman,17,16,205 lbs.,52.40608838853776,28.644005587142384
Raou Raou,0,1,195 lbs.,45.85221283431107,25.714944537346337
Mitch Raposo,9,2,125 lbs.,61.73652297962625,58.73760273130314
Hussain Rasouli,2,3,135 lbs.,47.860697587003706,26.1794140449497
David Rasouri,2,3,155 lbs.,47.860697587003706,26.1794140449497
Ed Ratcliff,7,3,155 lbs.,57.159457276285394,36.635822717746755
Bec Rawlings,7,8,125 lbs.,51.20539298311998,27.707604771743977
Gideon Ray,17,15,185 lbs.,53.57179812359113,29.856945298464574
Joe Ray,13,0,170 lbs.,70.27549281758319,180.16344941463908
Stevie Ray,23,9,155 lbs.,64.43953633696192,84.81677566083309
Keenan Raymond,3,3,165 lbs.,49.820779119598626,26.920441687157734
Iony Razafiarison,2,1,145 lbs.,50.01358447107079,27.014639912275545
Abdul Razak Alhassan,12,6,185 lbs.,60.45183946448153,50.24989139885395
Antony Rea,33,15,205 lbs.,58.60675402897694,41.43059918752974
Mateusz Rebecki,20,2,155 lbs.,73.52372499967939,237.10454853453322
Rafael Rebello,9,4,135 lbs.,59.07900998597903,43.36358154312759
Greg Rebello,24,8,240 lbs.,66.2615728173741,109.59730926898519
Paul Redmond,12,7,145 lbs.,59.13642164701243,43.61258269200131
Dennis Reed,45,62,205 lbs.,21.104245006002607,25.00147343158771
Karl Reed,6,1,205 lbs.,57.91465583510212,38.94137092717693
Elise Reed,8,4,115 lbs.,57.53870091183134,37.743859177325
John Reedy,11,6,155 lbs.,59.232486190589135,44.036288311614925
Johnny Rees,13,5,170 lbs.,62.955185340777014,68.99189601074579
James Reese,11,10,155 lbs.,54.24279348439619,30.72708115119362
Zachary Reese,8,1,185 lbs.,61.46437758504153,56.75343681732211
Stephen Regman,9,4,185 lbs.,59.07900998597903,43.36358154312759
Chad Reiner,33,18,170 lbs.,54.86359130247249,31.667236797097445
Jason Reinhardt,20,3,135 lbs.,71.92386602552689,210.39282255673402
Wilson Reis,23,10,125 lbs.,63.03734717286062,69.7686143608581
Ben Reiter,17,2,185 lbs.,71.30901629661102,199.3273303518078
Goran Reljic,15,8,205 lbs.,60.8634960493582,52.73386017061742
Leigh Remedios,18,10,155 lbs.,60.480046687295435,50.41344121189533
Paulo Renato Junior,12,3,205 lbs.,64.57627001778874,86.47065209547401
Chance Rencountre,14,4,170 lbs.,65.45175580022709,97.85810929722912
Montserrat Rendon,6,1,135 lbs.,57.91465583510212,38.94137092717693
Marion Reneau,9,8,135 lbs.,54.102245980706265,30.5329906247942
Solomon Renfro,8,2,170 lbs.,60.126927176067355,48.43385580271887
John Renken,18,28,190 lbs.,40.703476391155576,25.19769938832801
Herman Renting,1,3,215 lbs.,45.875259157758975,25.719065735740717
Marco Polo Reyes,8,7,155 lbs.,53.86375381480963,30.218309525693723
Dominick Reyes,13,4,205 lbs.,64.35554691479375,83.81755709056391
Alex Reyes,13,5,155 lbs.,62.955185340777014,68.99189601074579
Kyle Reyes,15,7,145 lbs.,62.21733053759749,62.507967057418895
Victor Reyna,11,5,170 lbs.,60.550040847060814,50.82343725273777
Gaston Reyno,6,2,145 lbs.,56.65444653704023,35.30312007190699
Johnny Rhodes,2,1,210 lbs.,50.01358447107079,27.014639912275545
Mike Rhodes,10,5,170 lbs.,59.2153816771732,43.96019414414485
Lucrezia Ria,8,2,125 lbs.,60.126927176067355,48.43385580271887
Amanda Ribas,12,5,115 lbs.,61.796517152370996,59.18932907439345
Vitor Ribeiro,20,5,154 lbs.,68.82782822988916,153.17772043045312
Will Ribeiro,10,2,135 lbs.,63.25545277473803,71.8853690630566
Claudio Ribeiro,11,5,185 lbs.,60.550040847060814,50.82343725273777
Brendson Ribeiro,16,7,205 lbs.,63.08601725136049,70.23402970089036
Esteban Ribovics,14,1,155 lbs.,69.91731423122685,173.44969703991595
Mike Ricci,11,5,155 lbs.,60.550040847060814,50.82343725273777
Alex Ricci,10,5,155 lbs.,59.2153816771732,43.96019414414485
Tabatha Ricci,11,2,115 lbs.,64.68117135832257,87.76234253165141
Matt Ricehouse,6,1,155 lbs.,57.91465583510212,38.94137092717693
John Richard,3,5,205 lbs.,47.67619174289044,26.12644709942515
Rex Richards,7,2,265 lbs.,58.4308999243863,40.76102808081713
Mike Richman,18,7,135 lbs.,64.6064017268156,86.83964379051471
Dave Rickels,18,4,155 lbs.,69.0142844245436,156.6107992965592
Brad Riddell,10,4,155 lbs.,60.53255586453498,50.7204597015031
Matthew Riddle,8,3,170 lbs.,58.81857937362312,42.27270735498973
Joe Riggs,44,17,185 lbs.,56.767864056518114,35.58898070169986
Jeremiah Riggs,7,8,185 lbs.,51.20539298311998,27.707604771743977
Aaron Riley,30,14,155 lbs.,59.48799897049106,45.20739025810124
Jason Riley,10,7,245 lbs.,56.666393839247824,35.33287817958285
Luke Riley,9,0,145 lbs.,64.51357716587437,85.70816318060538
Moise Rimbon,23,11,205 lbs.,61.66566931538391,58.21083065894467
Jordan Rinaldi,14,7,145 lbs.,61.271408726670565,55.40953451685746
Nick Ring,14,4,185 lbs.,65.45175580022709,97.85810929722912
Robbie Ring,6,1,145 lbs.,57.91465583510212,38.94137092717693
Mike Rio,10,5,155 lbs.,59.2153816771732,43.96019414414485
Albert Rios,13,6,145 lbs.,61.585295305454196,57.62200891161514
Rafael Rios,4,2,150 lbs.,52.89316618261452,29.109417447117895
Maria Rios,2,3,125 lbs.,47.860697587003706,26.1794140449497
Shannon Ritch,56,83,190 lbs.,13.334794502083072,25.00021123916057
Diego Rivas,10,2,145 lbs.,63.25545277473803,71.8853690630566
Jorge Rivera,20,9,185 lbs.,63.02983232276576,69.69710538241375
Dante Rivera,16,7,185 lbs.,63.08601725136049,70.23402970089036
Mario Rivera,6,8,170 lbs.,49.64861405394099,26.840033277484505
Francisco Rivera,11,7,135 lbs.,57.943601213749474,39.03788358460307
Jonathan Rivera,4,2,155 lbs.,52.89316618261452,29.109417447117895
Jimmie Rivera,23,5,135 lbs.,70.36720826896685,181.88032365919037
Irwin Rivera,10,6,135 lbs.,57.92686889052502,38.98201573573219
Jerome Rivera,10,6,125 lbs.,57.92686889052502,38.98201573573219
Nicdali Rivera-Calanoc,9,10,105 lbs.,51.77335839941709,28.116403864812554
Pedro Rizzo,20,11,241 lbs.,60.31664748013325,49.479227371500464
Theo Rlayang,5,1,145 lbs.,56.024439078730964,33.84597190122413
Justin Robbins,14,18,135 lbs.,48.1014979281758,26.252290055792827
Kali Robbins,6,3,115 lbs.,55.42165909709045,32.64002301168613
Karl Roberson,9,6,205 lbs.,56.53589240967227,35.01227361297678
Andre Roberts,14,2,345 lbs.,68.39592990770467,145.32036808079982
David Roberts,5,8,170 lbs.,48.028184115056966,26.22963980002032
Joey Roberts,4,3,200 lbs.,51.74222331908354,28.09248973765414
Tyrone Roberts,43,12,185 lbs.,63.33276115580339,72.65499725018854
Ryan Roberts,21,12,155 lbs.,59.48974876324161,45.215636081507895
Taylor Roberts,3,12,170 lbs.,40.87146524955745,25.20617319866768
Daniel Roberts,15,7,170 lbs.,62.21733053759749,62.507967057418895
Buddy Roberts,12,3,185 lbs.,64.57627001778874,86.47065209547401
Danny Roberts,18,8,170 lbs.,63.20058161105301,71.34527694225
Roosevelt Roberts,12,6,155 lbs.,60.45183946448153,50.24989139885395
Kenny Robertson,15,5,170 lbs.,65.01601258005131,92.0181614669786
Gillian Robertson,15,8,115 lbs.,60.8634960493582,52.73386017061742
Chad Robichaux,13,2,135 lbs.,67.2504109651549,125.38369476860383
Mark Robinson,1,0,265 lbs.,49.00517748923205,26.568055454470603
Colin Robinson,10,12,243 lbs.,50.763689925355095,27.426822168664412
Alvin Robinson,15,9,155 lbs.,59.53912068136256,45.44958944866257
Damonte Robinson,6,1,155 lbs.,57.91465583510212,38.94137092717693
Vagner Rocha,14,4,155 lbs.,65.45175580022709,97.85810929722912
Carlos Eduardo Rocha,9,4,170 lbs.,59.07900998597903,43.36358154312759
Pedro Rocha,1,0,--,49.00517748923205,26.568055454470603
Lucas Rocha,17,2,125 lbs.,71.30901629661102,199.3273303518078
Keith Rockel,12,4,185 lbs.,63.17110556093208,71.0572519597895
Luke Rockhold,16,6,185 lbs.,64.4892890221981,85.414666942345
Kevin Roddy,15,16,145 lbs.,51.04122231575675,27.599670537814124
Gregory Rodrigues,16,5,185 lbs.,65.92377486785968,104.56337977483155
Kleydson Rodrigues,8,4,135 lbs.,57.53870091183134,37.743859177325
Paul Rodriguez,10,9,155 lbs.,54.22712984019448,30.705123921274744
Ricco Rodriguez,53,25,265 lbs.,47.747062084215045,26.146505921329076
Manuel Rodriguez,11,5,170 lbs.,60.550040847060814,50.82343725273777
Yair Rodriguez,16,5,145 lbs.,65.92377486785968,104.56337977483155
Mike Rodriguez,11,7,205 lbs.,57.943601213749474,39.03788358460307
Marina Rodriguez,17,5,115 lbs.,66.75457105753162,117.28040573507938
Daniel Rodriguez,18,5,170 lbs.,67.5125498173566,129.80738893121827
Ray Rodriguez,16,8,135 lbs.,61.71328034441558,58.56400258644066
Ronaldo Rodriguez,17,2,125 lbs.,71.30901629661102,199.3273303518078
Drako Rodriguez,7,3,135 lbs.,57.159457276285394,36.635822717746755
Victor Rodriguez,7,4,125 lbs.,55.91568092135302,33.615508573888036
Piera Rodriguez,9,2,115 lbs.,61.73652297962625,58.73760273130314
Christian Rodriguez,11,2,145 lbs.,64.68117135832257,87.76234253165141
Pete Rodriguez,5,2,170 lbs.,54.80536045298997,31.57299132075174
Nick Roehrick,7,1,205 lbs.,59.7306242687181,46.380973136146
Marcos Rogerio de Lima,22,10,253 lbs.,62.624099173756086,65.97454895974278
Brett Rogers,17,10,265 lbs.,59.80102344041448,46.73310284543452
Brian Rogers,14,9,185 lbs.,58.633917060935964,41.53638395891526
Pete Rogers Jr.,2,4,145 lbs.,46.819260057225385,25.90988227076512
Max Rohskopf,5,1,155 lbs.,56.024439078730964,33.84597190122413
Marcelo Rojo,16,10,145 lbs.,59.05676785423207,43.26795424075188
Shane Roller,11,7,155 lbs.,57.943601213749474,39.03788358460307
Jared Rollins,8,4,170 lbs.,57.53870091183134,37.743859177325
Tim Roman,3,4,170 lbs.,48.73669067639058,26.4667571770406
Alexandr Romanov,18,3,262 lbs.,70.54942329266467,185.28552073396048
Ricardo Romero,11,3,205 lbs.,63.27372427295307,72.06634846366211
Yoel Romero,13,5,185 lbs.,62.955185340777014,68.99189601074579
Anthony Romero,8,0,155 lbs.,62.83157795265284,67.84443265878004
Kaleio Romero,6,2,145 lbs.,56.65444653704023,35.30312007190699
Mara Romero Borella,12,9,125 lbs.,56.5908327259033,35.146058721890626
Cortavious Romious,9,3,135 lbs.,60.39315075083401,49.91266518450327
Juancamilo Ronderos,4,2,125 lbs.,52.89316618261452,29.109417447117895
 Rongzhu,25,6,155 lbs.,69.60713238999725,167.63964820094648
Jesse Ronson,21,12,155 lbs.,59.48974876324161,45.215636081507895
George Roop,15,13,135 lbs.,54.52359735450046,31.135058525195006
Joao Roque,7,2,155 lbs.,58.4308999243863,40.76102808081713
Aaron Rosa,18,6,205 lbs.,66.04349260223744,106.32537271852651
Charles Rosa,14,8,145 lbs.,59.93815727469698,47.43442335499074
Karol Rosa,18,6,135 lbs.,66.04349260223744,106.32537271852651
Jacob Rosales,13,7,155 lbs.,60.24521375530569,49.08072614985866
Raul Rosas Jr.,10,1,135 lbs.,64.66249343283928,87.53090165271074
Hilarie Rose,4,2,115 lbs.,52.89316618261452,29.109417447117895
Jake Rosholt,12,5,185 lbs.,61.796517152370996,59.18932907439345
Jared Rosholt,14,4,265 lbs.,65.45175580022709,97.85810929722912
Kevin Rosier,2,6,275 lbs.,44.80387619772157,25.550413825424247
Zach Rosol,3,2,243 lbs.,50.92898179248429,27.52834362806084
Shannon Ross,13,9,125 lbs.,57.651895721949415,38.0936801348311
Nick Rossborough,26,19,205 lbs.,52.53926777471444,28.765825952789736
Kristian Rothaermel,4,3,205 lbs.,51.74222331908354,28.09248973765414
Ben Rothwell,39,14,265 lbs.,60.41984819309668,50.0655582804161
Rick Roufus,4,6,207 lbs.,48.437492236063626,26.361526886727756
Khalil Rountree Jr.,14,6,205 lbs.,62.63431673658675,66.06500254863008
Ronda Rousey,12,2,135 lbs.,66.01269064996926,105.8696985294906
Ray Routh,2,1,185 lbs.,50.01358447107079,27.014639912275545
Roberta Rovel,4,1,145 lbs.,54.06971037113967,30.48898845260032
Phil Rowe,10,5,170 lbs.,59.2153816771732,43.96019414414485
Cam Rowston,8,3,185 lbs.,58.81857937362312,42.27270735498973
Kain Royer,2,2,185 lbs.,48.92530062873384,26.537212050237265
Brad Royster,1,2,135 lbs.,46.89569853498966,25.92738270589456
Brandon Royval,17,7,125 lbs.,63.88105095292058,78.4096392331258
Jairzinho Rozenstruik,15,5,242 lbs.,65.01601258005131,92.0181614669786
Mauricio Rua,27,14,205 lbs.,58.89456575748578,42.584549627848354
Murilo Rua,20,13,185 lbs.,57.72025450762018,38.309357517159256
Marco Ruas,9,4,210 lbs.,59.07900998597903,43.36358154312759
Rodrigo Ruas,4,5,185 lbs.,49.51492537365116,26.779910554051042
Rodolfo Rubio Perez,10,16,145 lbs.,46.48740119175424,25.837643006304738
Gabe Ruediger,18,8,155 lbs.,63.20058161105301,71.34527694225
Mauricio Ruffy,10,1,155 lbs.,64.66249343283928,87.53090165271074
Eddie Ruiz,1,1,155 lbs.,47.93883634579262,26.202586774881162
Anthony Ruiz,33,22,205 lbs.,50.241930471342435,27.13215357626165
Paul Ruiz,7,4,135 lbs.,55.91568092135302,33.615508573888036
Montserrat Conejo Ruiz,10,4,115 lbs.,60.53255586453498,50.7204597015031
Mike Russow,15,3,255 lbs.,67.9405859313587,137.21693164955974
Bas Rutten,28,4,205 lbs.,73.6617040092857,239.23276185129333
Nursulton Ruziboev,34,9,170 lbs.,67.0009877935852,121.26253360739103
Casey Ryan,7,3,185 lbs.,57.159457276285394,36.635822717746755
Yusup Saadulaev,16,4,135 lbs.,67.39016910749804,127.73077268631532
Cameron Saaiman,9,2,135 lbs.,61.73652297962625,58.73760273130314
Pete Sabala,3,15,135 lbs.,38.26104008893308,25.107387066900202
Danny Sabatello,9,1,135 lbs.,63.10977689073931,70.4626768672369
Pat Sabatini,19,5,145 lbs.,68.20212047171151,141.84604411837506
Amir Sadollah,6,5,170 lbs.,53.03597600268278,29.25666490565136
Nazim Sadykhov,9,1,155 lbs.,63.10977689073931,70.4626768672369
Frankie Saenz,13,7,135 lbs.,60.24521375530569,49.08072614985866
Saparbeg Safarov,9,3,185 lbs.,60.39315075083401,49.91266518450327
Tarec Saffiedine,16,7,170 lbs.,63.08601725136049,70.23402970089036
Jason Saggo,12,4,155 lbs.,63.17110556093208,71.0572519597895
Kiru Sahota,12,2,125 lbs.,66.01269064996926,105.8696985294906
Tatsuya Saika,11,5,155 lbs.,60.550040847060814,50.82343725273777
Benoit Saint Denis,13,3,155 lbs.,65.78705782984359,102.58128160956456
Ovince Saint Preux,27,18,205 lbs.,53.93333917231473,30.308262899107934
Lukasz Sajewski,13,3,155 lbs.,65.78705782984359,102.58128160956456
Yukio Sakaguchi,6,7,185 lbs.,50.75298712421282,27.420389718309142
Augusto Sakai,16,5,265 lbs.,65.92377486785968,104.56337977483155
Alessio Sakara,19,11,185 lbs.,59.76831412070296,46.568833936534276
Wataru Sakata,11,14,195 lbs.,49.67342811719295,26.851412768697575
Gokhan Saki,1,2,205 lbs.,46.89569853498966,25.92738270589456
Kazushi Sakuraba,26,17,185 lbs.,54.90260776333563,31.731121706823174
Hayato Sakurai,38,13,168 lbs.,61.700293599451776,58.467344449535744
Ryuta Sakurai,24,24,183 lbs.,46.600447013347065,25.861584749821656
Justin Salas,12,7,155 lbs.,59.13642164701243,43.61258269200131
Ivan Salaverry,14,9,185 lbs.,58.633917060935964,41.53638395891526
Roman Salazar,10,6,135 lbs.,57.92686889052502,38.98201573573219
Luis Saldana,16,7,145 lbs.,63.08601725136049,70.23402970089036
John Salgado,4,8,170 lbs.,46.352449885371065,25.809929178681138
Muslim Salikhov,20,5,170 lbs.,68.82782822988916,153.17772043045312
Gabriel Salinas-Jones,5,2,245 lbs.,54.80536045298997,31.57299132075174
Brandon Saling,8,6,170 lbs.,55.06188754543499,31.998184044306477
Quillan Salkilld,7,1,155 lbs.,59.7306242687181,46.380973136146
Sean Salmon,18,21,185 lbs.,47.480234270484345,26.07278565473135
Boston Salmon,6,3,135 lbs.,55.42165909709045,32.64002301168613
John Salter,14,3,185 lbs.,66.90765054945909,119.7434879343712
Vinicius Salvador,14,7,135 lbs.,61.271408726670565,55.40953451685746
Dylan Salvador,5,2,155 lbs.,54.80536045298997,31.57299132075174
Josh Samman,13,4,185 lbs.,64.35554691479375,83.81755709056391
Johnny Sampaio,3,1,170 lbs.,52.06183508677518,28.346859193653422
Josh Sampo,11,5,125 lbs.,60.550040847060814,50.82343725273777
Josh San Diego,8,3,135 lbs.,58.81857937362312,42.27270735498973
Diego Sanchez,31,13,170 lbs.,60.97190517315436,53.42360017249257
Eddie Sanchez,15,8,230 lbs.,60.8634960493582,52.73386017061742
Julian Sanchez,0,1,300 lbs.,45.85221283431107,25.714944537346337
Bobby Sanchez,10,35,155 lbs.,30.605549042282284,25.015845288414
Donald Sanchez,31,17,145 lbs.,55.83568533685932,33.44972416779176
Joby Sanchez,11,4,135 lbs.,61.89690290533907,59.956971233710675
Emmanuel Sanchez,15,3,145 lbs.,67.9405859313587,137.21693164955974
Erick Sanchez,8,3,145 lbs.,58.81857937362312,42.27270735498973
Andrew Sanchez,13,7,185 lbs.,60.24521375530569,49.08072614985866
Robert Sanchez,8,2,125 lbs.,60.126927176067355,48.43385580271887
Jesse Sanders,23,7,170 lbs.,67.3381784293179,126.85456002949054
Luke Sanders,13,5,135 lbs.,62.955185340777014,68.99189601074579
Jerrod Sanders,16,3,135 lbs.,68.8891815045516,154.30498231060994
Cory Sandhagen,17,5,135 lbs.,66.75457105753162,117.28040573507938
Hugo Sandoval,2,3,135 lbs.,47.860697587003706,26.1794140449497
Raul Sandoval,3,3,130 lbs.,49.820779119598626,26.920441687157734
Joseph Sandoval,7,7,135 lbs.,52.34439470836058,28.588900958619224
Hector Sandoval,14,4,125 lbs.,65.45175580022709,97.85810929722912
Chris Sanford,5,1,185 lbs.,56.024439078730964,33.84597190122413
Roldan Sangcha'an,4,2,125 lbs.,52.89316618261452,29.109417447117895
Yuhi Sano,0,4,243 lbs.,42.92367163026688,25.34422915088604
Martin Sano,4,3,170 lbs.,51.74222331908354,28.09248973765414
Jonathan Santa Maria,3,4,125 lbs.,48.73669067639058,26.4667571770406
Duda Santana,3,1,145 lbs.,52.06183508677518,28.346859193653422
Shaheen Santana,6,1,155 lbs.,57.91465583510212,38.94137092717693
Sean Santella,17,6,125 lbs.,65.30200728206242,95.81286394677997
Jorge Santiago,25,12,170 lbs.,60.99958366327187,53.60214615689415
Mike Santiago,19,12,145 lbs.,58.467769654051025,40.899241025989255
Will Santiago,9,5,185 lbs.,57.79346461527691,38.544096421255695
Richie Santiago,7,2,135 lbs.,58.4308999243863,40.76102808081713
Jose Santibanez,10,3,155 lbs.,61.87902899063045,59.81920450539406
Art Santore,18,8,185 lbs.,63.20058161105301,71.34527694225
Adriano Santos,0,1,--,45.85221283431107,25.714944537346337
Paulo Santos,0,3,--,43.8784565306904,25.436895705238566
Evangelista Santos,21,18,170 lbs.,52.133305628201065,28.40651195660496
Luis Santos,63,10,170 lbs.,66.48520235917903,113.03420966327803
Iliarde Santos,30,13,125 lbs.,60.81123719816832,52.406768017882385
Leonardo Santos,18,7,155 lbs.,64.6064017268156,86.83964379051471
Thiago Santos,22,11,205 lbs.,61.261413495605446,55.34131741309856
Bruno Santos,15,2,185 lbs.,69.45184168161113,164.73808626940584
Andre Santos,38,10,170 lbs.,65.90990207992031,104.36078626225763
Gleristone Santos,33,7,145 lbs.,69.88492399813055,172.8424737702458
Yana Santos,15,8,135 lbs.,60.8634960493582,52.73386017061742
Taila Santos,19,3,125 lbs.,71.27001245891444,198.61468655294485
Marilia Santos,10,3,125 lbs.,61.87902899063045,59.81920450539406
Edivan Santos,12,3,248 lbs.,64.57627001778874,86.47065209547401
Daniel Santos,12,2,135 lbs.,66.01269064996926,105.8696985294906
Gabriel Santos,11,2,145 lbs.,64.68117135832257,87.76234253165141
Luana Santos,8,2,125 lbs.,60.126927176067355,48.43385580271887
Djorden Santos,10,1,185 lbs.,64.66249343283928,87.53090165271074
Mairon Santos,15,1,145 lbs.,70.99671347905189,193.59227780821178
Nick Sanzo,1,1,190 lbs.,47.93883634579262,26.202586774881162
Bob Sapp,11,20,350 lbs.,43.53086142522459,25.400581381814963
Daniel Sarafian,10,6,185 lbs.,57.92686889052502,38.98201573573219
Jeka Saragih,14,4,145 lbs.,65.45175580022709,97.85810929722912
Diego Saraiva,22,20,155 lbs.,50.25701679240578,27.140152872697485
Harris Sarmiento,36,26,155 lbs.,46.23911954519673,25.787363203502323
Alexander Sarnavskiy,35,6,155 lbs.,71.69052619634729,206.23383539479107
Yuki Sasaki,25,22,185 lbs.,48.95331255766058,26.547959159609142
Kyosuke Sasaki,3,7,183 lbs.,45.62392036560279,25.675372281003575
Yuta Sasaki,21,6,125 lbs.,67.8842472248527,136.22937145120687
Paul Sass,14,2,155 lbs.,68.39592990770467,145.32036808079982
Keisuke Sasu,11,3,145 lbs.,63.27372427295307,72.06634846366211
Masaaki Satake,1,8,220 lbs.,41.096623119095156,25.21810274516666
Takenori Sato,19,11,170 lbs.,59.76831412070296,46.568833936534276
Takashi Sato,16,7,170 lbs.,63.08601725136049,70.23402970089036
Uran Satybaldiev,7,1,205 lbs.,59.7306242687181,46.380973136146
Jeimeson Saudino,8,5,135 lbs.,56.28667230453116,34.426497814263044
Tom Sauer,25,12,263 lbs.,60.99958366327187,53.60214615689415
Townsend Saunders,0,2,170 lbs.,44.85447946065457,25.557408220639278
Ben Saunders,22,13,170 lbs.,58.62435208501234,41.4990607877737
Chad W. Saunders,7,2,170 lbs.,58.4308999243863,40.76102808081713
Chris Saunders,16,8,155 lbs.,61.71328034441558,58.56400258644066
Christien Savoie,10,2,170 lbs.,63.25545277473803,71.8853690630566
Lumumba Sayers,6,5,185 lbs.,53.03597600268278,29.25666490565136
Matt Sayles,8,4,155 lbs.,57.53870091183134,37.743859177325
Brandon Sayles,5,1,265 lbs.,56.024439078730964,33.84597190122413
Mikheil Sazhiniani,13,3,205 lbs.,65.78705782984359,102.58128160956456
Mark Scanlon,9,2,170 lbs.,61.73652297962625,58.73760273130314
Eric Schafer,14,8,185 lbs.,59.93815727469698,47.43442335499074
Kerry Schall,24,13,265 lbs.,59.35937878824027,44.60975345173793
Eric Schambari,15,6,185 lbs.,63.60127942840182,75.40789721649297
Brendan Schaub,10,5,245 lbs.,59.2153816771732,43.96019414414485
Matheus Scheffel,14,7,205 lbs.,61.271408726670565,55.40953451685746
Antonio Schembri,5,5,205 lbs.,51.304989448671215,27.775236569911602
Fabiano Scherner,11,10,257 lbs.,54.24279348439619,30.72708115119362
Samy Schiavo,10,6,155 lbs.,57.92686889052502,38.98201573573219
Pat Schilling,5,2,145 lbs.,54.80536045298997,31.57299132075174
Joe Schilling,2,5,185 lbs.,45.80048396330389,25.705779858156898
Semmy Schilt,26,14,265 lbs.,58.648432454880194,41.593175893723
Adam Schindler,10,6,155 lbs.,57.92686889052502,38.98201573573219
Daniel Schmitt,2,3,185 lbs.,47.860697587003706,26.1794140449497
Colleen Schneider,11,7,135 lbs.,57.943601213749474,39.03788358460307
Matt Schnell,16,9,125 lbs.,60.370413869902315,49.78312301470626
Alex Schoenauer,15,10,185 lbs.,58.243563410078465,40.076132519382384
Bailey Schoenfelder,5,1,265 lbs.,56.024439078730964,33.84597190122413
Darrill Schoonover,14,8,220 lbs.,59.93815727469698,47.43442335499074
Bob Schrijber,20,17,240 lbs.,52.85795087259175,29.07388676900058
Nate Schroeder,11,10,230 lbs.,54.24279348439619,30.72708115119362
Lacey Schuckman,11,10,125 lbs.,54.24279348439619,30.72708115119362
Mark Schultz,1,1,200 lbs.,47.93883634579262,26.202586774881162
Wes Schultz,6,2,185 lbs.,56.65444653704023,35.30312007190699
Brian Schwartz,1,1,170 lbs.,47.93883634579262,26.202586774881162
Eric Schwartz,2,0,205 lbs.,51.126075864639354,27.654914194043112
Justin Scoggins,11,5,125 lbs.,60.550040847060814,50.82343725273777
Brad Scott,11,6,170 lbs.,59.232486190589135,44.036288311614925
Greg Scott,3,4,145 lbs.,48.73669067639058,26.4667571770406
Louis Lee Scott,8,0,135 lbs.,62.83157795265284,67.84443265878004
Zachary Scroggin,7,1,170 lbs.,59.7306242687181,46.380973136146
Mike Seal,13,15,185 lbs.,50.52271966518542,27.28602188067419
Matt Secor,8,4,170 lbs.,57.53870091183134,37.743859177325
Kenneth Seegrist,4,7,185 lbs.,47.38350379029805,26.047243530650736
Neil Seery,16,13,125 lbs.,55.28486313365176,32.389486182184655
Rony Sefo,0,2,225 lbs.,44.85447946065457,25.557408220639278
Ray Sefo,2,2,240 lbs.,48.92530062873384,26.537212050237265
Brendan Seguin,23,19,185 lbs.,51.71393924239814,28.070922863306187
Tetsuya Seki,14,8,155 lbs.,59.93815727469698,47.43442335499074
Stefan Sekulic,12,4,170 lbs.,63.17110556093208,71.0572519597895
Pete Sell,10,7,170 lbs.,56.666393839247824,35.33287817958285
Matthew Semelsberger,11,8,170 lbs.,56.68276207105187,35.37378244376717
Andrei Semenov,34,9,185 lbs.,67.0009877935852,121.26253360739103
Mackens Semerzier,8,4,145 lbs.,57.53870091183134,37.743859177325
Brandon Sene,2,2,205 lbs.,48.92530062873384,26.537212050237265
YeDam Seo,7,4,115 lbs.,55.91568092135302,33.615508573888036
Kim In Seok,3,6,145 lbs.,46.638769016911695,25.869854781749858
Ray Seraille,8,9,246 lbs.,51.54513237743599,27.945267079456478
Ivan Serati,12,4,205 lbs.,63.17110556093208,71.0572519597895
Alex Serdyukov,8,5,170 lbs.,56.28667230453116,34.426497814263044
